componr,competitorClub,competitorName,competitorDoB,competitorNation,speed,length,lengthPoints,judgeA,judgeB,judgeC,judgeD,judgeE,stylePoints,startGate,gatePoints,windSpeed,windPoints,totalPoints,fileid,series,place,date,ctype,judgeNameA,judgeNameB,judgeNameC,judgeNameD,judgeNameE,judgeNationA,judgeNationB,judgeNationC,judgeNationD,judgeNationE,country,gender
3,Megmilk Snow Brand Ski Team,ITO Daiki,27 DEC 1985,JPN,92.6,130.5,69.9,18.0,18.0,17.5,17.5,18.5,53.5,15,,-0.31,3.5,126.9,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Sk Triglav kranj,PREVC Domen,4 JUN 1999,SLO,92.8,132.0,72.6,18.0,18.0,18.0,17.0,18.5,54.0,15,,0.01,-0.1,126.5,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Tsuchiya Home Ski Team,KASAI Noriaki,6 JUN 1972,JPN,92.3,129.0,67.2,18.0,18.0,17.5,17.5,18.0,53.5,15,,-0.41,4.6,125.3,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Bekkelaget SK,HAUER Joachim,2 FEB 1991,NOR,92.7,130.0,69.0,17.5,17.5,17.5,17.0,18.0,52.5,15,,-0.12,1.4,122.9,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Sprova IL,STJERNEN Andreas,30 JUL 1988,NOR,93.5,128.0,65.4,18.0,17.5,17.5,17.5,18.0,53.0,15,,-0.39,4.4,122.8,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,LSK Lomnice nad Popelkou,KOUDELKA Roman,9 JUL 1989,CZE,92.5,127.0,63.6,18.5,18.0,18.0,17.5,18.0,54.0,15,,-0.35,4.0,121.6,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Kongsberg If,TANDE Daniel Andre,24 JAN 1994,NOR,92.9,127.0,63.6,18.0,18.0,18.0,17.5,18.0,54.0,15,,-0.35,4.0,121.6,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,SG Nickelhuette Aue,FREITAG Richard,14 AUG 1991,GER,92.3,129.0,67.2,18.0,18.0,17.5,17.5,18.0,53.5,15,,0.00,0.0,120.7,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,SC Hinterzarten,WANK Andreas,18 FEB 1988,GER,93.2,126.0,61.8,18.0,18.0,18.0,17.5,18.0,54.0,15,,-0.28,3.2,119.0,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Sc Ruhpolding,WELLINGER Andreas,28 AUG 1995,GER,93.3,124.5,59.1,17.0,17.5,17.5,17.0,17.5,52.0,15,,-0.63,7.1,118.2,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,SD Dolomiti,TEPES Jurij,14 FEB 1989,SLO,92.7,126.0,61.8,17.5,17.5,17.5,17.0,18.0,52.5,15,,-0.34,3.8,118.1,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Douanes - Chamonix,DESCOMBES SEVOIE Vincent,9 JAN 1984,FRA,92.5,125.5,60.9,17.5,17.0,17.5,16.5,17.0,51.5,15,,-0.35,4.0,116.4,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Dukla Liberec,JANDA Jakub,27 APR 1978,CZE,92.6,126.0,61.8,18.0,17.5,17.5,17.5,18.0,53.0,15,,-0.05,0.6,115.4,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Hornindal Il,FANNEMEL Anders,13 MAY 1991,NOR,92.5,125.5,60.9,17.0,17.0,17.0,17.0,17.0,51.0,15,,-0.23,2.6,114.5,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Ssk Menges,LANISEK Anze,20 APR 1996,SLO,92.0,124.0,58.2,17.5,17.5,17.5,17.0,17.0,52.0,15,,-0.24,2.7,112.9,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,Dukla Liberec,MATURA Jan,29 JAN 1980,CZE,91.9,123.0,56.4,17.5,17.0,17.0,17.0,17.5,51.5,15,,-0.35,4.0,111.9,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,SV Innsbruck-Bergisel-Tirol,KOFLER Andreas,17 MAY 1984,AUT,92.4,125.0,60.0,17.5,17.5,17.0,17.0,17.5,52.0,15,,0.03,-0.3,111.7,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,KS Eve-nement  Zakopane,HULA Stefan,29 SEP 1986,POL,92.1,124.5,59.1,17.5,17.0,17.5,17.0,17.0,51.5,15,,-0.08,0.9,111.5,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,SV Innsbruck-Bergisel-Tirol,FETTNER Manuel,17 JUN 1985,AUT,92.2,123.0,56.4,17.5,17.0,17.5,16.0,17.0,51.5,15,,-0.31,3.5,111.4,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
3,AZS Zakopane,KOT Maciej,9 JUN 1991,POL,92.6,123.5,57.3,17.5,17.0,17.5,16.5,17.0,51.5,15,,-0.18,2.0,110.8,2016-37453-4422-3719-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Bischofshofen (AUT),WED 6 JAN 2016,Large Hill KO,FRAK Vladimir,LEVASSEUR Mark,MUENCH Ruediger,LARSEN Joern,STATTMANN Peter,SVK,USA,GER,NOR,AUT,AUT,Gents
30,KURARAY,TAKANASHI Sara,8 OCT 1996,JPN,86.1,98.0,86.0,17.0,17.0,16.5,17.0,16.5,50.5,18,,0.56,-3.2,133.3,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SC Waldzell-Oberoesterreich,SEIFRIEDSBERGER Jacqueline,20 JAN 1991,AUT,86.4,90.0,70.0,18.5,18.5,18.5,18.0,18.0,55.0,18,,0.62,-3.6,121.4,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Kolbukameratene,LUNDBY Maren,7 SEP 1994,NOR,86.4,90.5,71.0,18.0,18.0,18.0,18.5,18.0,54.0,18,,0.72,-4.2,120.8,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,WSV Eisenerz-Steiermark,IRASCHKO-STOLZ Daniela,21 NOV 1983,AUT,86.2,88.5,67.0,18.0,18.0,18.0,17.5,17.5,53.5,18,,0.29,-1.7,118.8,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SD Zabrdje,VTIC Maja,27 JAN 1988,SLO,86.3,88.5,67.0,18.0,18.0,18.0,18.0,17.5,54.0,18,,0.53,-3.1,117.9,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SK Zagorje,POZUN Katja,7 APR 1993,SLO,85.7,88.5,67.0,18.0,18.0,17.5,18.0,17.5,53.5,18,,0.65,-3.8,116.7,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Ssk Alpina ziri,KLINEC Ema,2 JUL 1998,SLO,86.0,86.5,63.0,18.0,18.0,18.5,18.0,18.0,54.0,18,,0.18,-1.0,116.0,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SSK Ilirija,ROGELJ Spela,8 NOV 1994,SLO,86.0,86.0,62.0,17.5,18.0,18.0,18.0,18.0,54.0,18,,0.36,-2.1,113.9,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Kiwanis Ski Club,ENGLUND Nita,10 JUN 1992,USA,85.9,86.5,63.0,17.5,18.0,17.5,17.5,17.5,52.5,18,,0.29,-1.7,113.8,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Moscow RGSH Stolitsa Dinamo,AVVAKUMOVA Irina,14 SEP 1991,RUS,86.0,86.0,62.0,17.5,18.0,18.0,17.5,17.5,53.0,18,,0.25,-1.4,113.6,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Ski-Club Degenfeld,VOGT Carina,5 FEB 1992,GER,86.4,86.5,63.0,17.0,17.5,17.0,17.5,16.5,51.5,18,,0.32,-1.9,112.6,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Altius Nordic ski club,HENRICH Taylor,1 NOV 1995,CAN,86.3,85.5,61.0,18.0,18.0,17.5,18.0,17.5,53.5,18,,0.47,-2.7,111.8,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SSK Ilirija,BOGATAJ Ursa,7 MAR 1995,SLO,85.9,86.0,62.0,17.0,17.5,17.0,17.5,17.0,51.5,18,,0.38,-2.2,111.3,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Hokkaido College of Medical and Spo,SETO Yuka,22 FEB 1997,JPN,85.9,85.5,61.0,17.5,17.5,17.5,17.5,17.5,52.5,18,,0.47,-2.7,110.8,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SV Schwarzach-Salzburg,HOELZL Chiara,18 JUL 1997,AUT,85.4,84.5,59.0,17.5,17.5,17.5,17.5,17.5,52.5,18,,0.40,-2.3,109.2,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,WSC 07 Ruhla,SEYFARTH Juliane,19 FEB 1990,GER,85.8,84.5,59.0,17.0,17.5,17.5,17.5,17.5,52.5,18,,0.50,-2.9,108.6,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,GRUPPO SCIATORI FIAMME GIALLE,RUNGGALDIER Elena,10 JUL 1990,ITA,85.6,85.0,60.0,17.5,17.5,17.5,17.0,17.0,52.0,18,,0.60,-3.5,108.5,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Tsuchiya Home Ski Team,ITO Yuki,10 MAY 1994,JPN,85.4,82.5,55.0,17.0,17.5,17.5,17.0,17.5,52.0,18,,0.08,-0.5,106.5,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Wsv Isny,REISCH Agnes,11 OCT 1999,GER,85.4,84.0,58.0,17.5,17.5,17.0,17.5,17.5,52.5,18,,0.82,-4.8,105.7,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SC 1906 Oberstdorf,ALTHAUS Katharina,23 MAY 1996,GER,86.5,83.0,56.0,17.5,17.5,17.5,17.5,17.5,52.5,18,,0.56,-3.2,105.3,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,SK Kehlegg-Vorarlberg,PINKELNIG Eva,27 MAY 1988,AUT,85.7,84.5,59.0,15.5,16.5,16.0,16.5,15.5,48.0,18,,0.35,-2.0,105.0,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Lahti Ski Club,KYKKAENEN Julia,17 APR 1994,FIN,85.4,83.0,56.0,17.0,17.5,17.5,17.0,17.0,51.5,18,,0.53,-3.1,104.4,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
30,Matsumoto University,IWABUCHI Kaori,28 APR 1993,JPN,85.5,84.5,59.0,16.5,17.0,16.5,16.0,16.0,49.0,18,,0.63,-3.7,104.3,2016-37470-4473-3725-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Hinzenbach (AUT),SUN 7 FEB 2016,Normal Hill Individual,SIDEREK Marek,VETTORI Marion,WESTMANN Magnus,SCHUHBECK Thomas,NYMAN Tom,POL,AUT,SWE,GER,FIN,AUT,Ladies
31,SD Zabrdje,VTIC Maja,27 JAN 1988,SLO,86.9,91.0,72.0,18.5,18.0,18.0,18.5,19.5,55.0,21,,-0.76,5.4,132.4,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,KURARAY,TAKANASHI Sara,8 OCT 1996,JPN,86.8,91.5,73.0,17.5,18.5,17.5,17.0,18.5,53.5,21,,-0.50,3.6,130.1,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,SV Schwarzach-Salzburg,HOELZL Chiara,18 JUL 1997,AUT,86.5,91.0,72.0,16.5,16.5,16.0,16.5,17.0,49.5,21,,-0.79,5.6,127.1,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,SSK Ilirija,ROGELJ Spela,8 NOV 1994,SLO,86.7,87.5,65.0,18.5,18.5,18.5,18.5,19.5,55.5,21,,-0.56,4.0,124.5,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,SC Waldzell-Oberoesterreich,SEIFRIEDSBERGER Jacqueline,20 JAN 1991,AUT,86.8,87.0,64.0,18.0,18.0,18.5,17.5,18.5,54.5,21,,-0.58,4.1,122.6,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,Moscow RGSH Stolitsa Dinamo,AVVAKUMOVA Irina,14 SEP 1991,RUS,86.7,86.0,62.0,18.0,18.0,18.0,18.0,18.5,54.0,21,,-0.87,6.2,122.2,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,Kiwanis Ski Club,ENGLUND Nita,10 JUN 1992,USA,86.6,87.5,65.0,16.5,16.5,16.5,17.0,18.5,50.0,21,,-0.63,4.5,119.5,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,Ssk Alpina ziri,KRIZNAR Nika,9 MAR 2000,SLO,86.7,87.0,64.0,18.0,17.5,17.0,17.0,17.5,52.0,21,,-0.48,3.4,119.4,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,WSC 07 Ruhla,SEYFARTH Juliane,19 FEB 1990,GER,86.6,84.5,59.0,18.0,18.0,18.0,17.0,17.5,53.5,21,,-0.62,4.4,116.9,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
31,SK Kehlegg-Vorarlberg,PINKELNIG Eva,27 MAY 1988,AUT,86.3,85.5,61.0,17.0,16.0,16.5,17.5,18.0,51.0,21,,-0.67,4.8,116.8,2016-37471-4474-3702-RL1.pdf,FIS SKI JUMPING WORLD CUP LADIES PRESENTED BY VIESSMANN,Ljubno (SLO),SAT 13 FEB 2016,Normal Hill Individual,MALEC Pascal,MILLONIG Franz,CORBOS Sabin,OUNILA Tiiu,KOKALJ Janez,FRA,AUT,ROU,ITA,SLO,SLO,Ladies
