componr,competitorClub,competitorName,competitorDoB,competitorNation,speed,length,lengthPoints,judgeA,judgeB,judgeC,judgeD,judgeE,stylePoints,startGate,gatePoints,windSpeed,windPoints,totalPoints,fileid,series,place,date,ctype,judgeNameA,judgeNameB,judgeNameC,judgeNameD,judgeNameE,judgeNationA,judgeNationB,judgeNationC,judgeNationD,judgeNationE,country,gender
1,SK Triglav Kranj,PREVC Peter,20 SEP 1992,SLO,90.3,133.5,75.3,19.0,18.5,18.5,19.0,19.0,56.5,15,-3.8,-0.10,1.3,129.3,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,WSV DJK Rastbuechl,FREUND Severin,11 MAY 1988,GER,90.3,133.5,75.3,19.0,19.0,18.5,19.5,19.0,57.0,15,-3.8,0.06,-0.6,127.9,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Kolbukameratene IL,GANGNES Kenneth,15 MAY 1989,NOR,90.8,132.0,72.6,18.5,18.0,18.5,18.5,18.5,55.5,15,-3.8,-0.11,1.4,125.7,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Hornindal Il,FANNEMEL Anders,13 MAY 1991,NOR,89.9,132.5,73.5,19.0,18.5,19.0,18.5,18.5,56.0,15,-3.8,0.42,-4.4,121.3,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SG Nickelhuette Aue,FREITAG Richard,14 AUG 1991,GER,89.8,130.0,69.0,18.5,18.0,18.5,18.5,18.0,55.0,15,-3.8,-0.04,0.5,120.7,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Tromsoe Skiklubb,FORFANG Johann Andre,4 JUL 1995,NOR,90.3,128.0,65.4,18.0,18.0,18.0,18.0,18.0,54.0,15,-3.8,-0.16,2.0,117.6,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,UVB Hinzenbach-Oberoesterreich,HAYBOECK Michael,5 MAR 1991,AUT,90.1,131.0,70.8,18.5,18.0,18.0,18.5,18.5,55.0,15,-3.8,0.44,-4.6,117.4,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,LSK Lomnice nad Popelkou,KOUDELKA Roman,9 JUL 1989,CZE,90.3,129.0,67.2,18.5,18.0,18.0,18.5,18.0,54.5,15,-3.8,0.08,-0.8,117.1,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SV Schwarzach-Salzburg,KRAFT Stefan,13 MAY 1993,AUT,90.2,128.5,66.3,18.0,17.5,18.5,18.0,18.5,54.5,15,-3.8,0.16,-1.7,115.3,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Megmilk Snow Brand Ski Team,ITO Daiki,27 DEC 1985,JPN,90.2,130.0,69.0,18.0,18.0,18.5,18.5,18.0,54.5,15,-3.8,0.46,-4.8,114.9,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Tsuchiya Home Ski Team,KASAI Noriaki,6 JUN 1972,JPN,90.0,126.5,62.7,18.0,17.5,18.5,18.0,17.5,53.5,15,-3.8,-0.19,2.4,114.8,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SC Willingen,LEYHE Stephan,5 JAN 1992,GER,90.3,126.5,62.7,18.0,17.5,18.0,18.0,18.0,54.0,15,-3.8,-0.08,1.0,113.9,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SV Baiersbronn,SIEGEL David,28 AUG 1996,GER,90.2,128.5,66.3,18.0,17.5,18.0,18.0,17.5,53.5,15,-3.8,0.35,-3.7,112.3,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SSC Toggenburg,AMMANN Simon,25 JUN 1981,SUI,90.2,127.5,64.5,16.5,16.5,16.0,16.5,16.5,49.5,15,-3.8,-0.10,1.3,111.5,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SC Hinterzarten,WANK Andreas,18 FEB 1988,GER,90.7,126.5,62.7,17.5,17.0,17.5,17.5,17.0,52.0,15,-3.8,0.07,-0.7,110.2,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Douanes - Chamonix,DESCOMBES SEVOIE Vincent,9 JAN 1984,FRA,89.9,124.5,59.1,17.5,17.5,17.5,17.5,17.5,52.5,15,-3.8,-0.13,1.6,109.4,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,KS Eve-nement  Zakopane,STOCH Kamil,25 MAY 1987,POL,89.3,125.0,60.0,17.0,17.5,17.5,17.5,18.0,52.5,15,-3.8,-0.01,0.1,108.8,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Sprova IL,STJERNEN Andreas,30 JUL 1988,NOR,90.7,125.0,60.0,17.5,17.5,17.5,17.0,17.5,52.5,15,-3.8,0.05,-0.5,108.2,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Sc Ruhpolding,WELLINGER Andreas,28 AUG 1995,GER,90.4,123.5,57.3,17.5,18.0,17.5,17.5,18.0,53.0,15,-3.8,-0.11,1.4,107.9,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,KS Eve-nement  Zakopane,HULA Stefan,29 SEP 1986,POL,89.9,125.0,60.0,17.0,17.0,17.0,17.5,17.5,51.5,15,-3.8,0.06,-0.6,107.1,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SV Innsbruck-Bergisel-Tirol,SCHLIERENZAUER Gregor,7 JAN 1990,AUT,90.3,124.5,59.1,17.5,17.5,17.5,17.5,17.5,52.5,15,-3.8,0.13,-1.4,106.4,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SV Innsbruck-Bergisel-Tirol,FETTNER Manuel,17 JUN 1985,AUT,89.6,123.5,57.3,17.5,17.0,17.5,17.5,17.5,52.5,15,-3.8,0.03,-0.3,105.7,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Ssk Menges,LANISEK Anze,20 APR 1996,SLO,89.9,122.5,55.5,18.0,17.0,17.5,17.5,18.0,53.0,15,-3.8,0.03,-0.3,104.4,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Dukla Liberec,HLAVA Lukas,10 SEP 1984,CZE,90.0,123.0,56.4,17.5,17.5,17.5,17.5,17.5,52.5,15,-3.8,0.07,-0.7,104.4,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Sk Triglav kranj,PREVC Domen,4 JUN 1999,SLO,90.1,122.0,54.6,17.5,17.5,17.5,17.5,17.5,52.5,15,-3.8,-0.06,0.8,104.1,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,Kitano Construction Corp.Ski Team,SAKUYAMA Kento,3 JUL 1990,JPN,89.8,122.0,54.6,17.0,17.5,17.5,17.0,17.0,51.5,15,-3.8,0.16,-1.7,100.6,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
1,SC 1906 Oberstdorf,NEUMAYER Michael,15 JAN 1979,GER,90.4,120.0,51.0,17.5,17.0,17.5,17.0,17.0,51.5,15,-3.8,-0.13,1.6,100.3,2016-37451-4418-3770-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Garmisch-Partenkirchen (GER),FRI 1 JAN 2016,Large Hill KO,NIEMINEN Teppo,PERKTOLD Wolfgang,TAKAHASHI Masahiko,KLEISL Josef,JOST Bojan,FIN,AUT,JPN,GER,SLO,GER,Gents
10,SK Triglav Kranj,PREVC Peter,20 SEP 1992,SLO,101.1,238.5,166.2,19.5,19.0,19.5,19.5,19.5,58.5,10,-6.9,-0.46,8.0,225.8,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Kolbukameratene IL,GANGNES Kenneth,15 MAY 1989,NOR,102.1,235.5,162.6,19.0,19.0,19.0,19.5,19.5,57.5,10,-6.9,-0.51,8.9,222.1,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SV Schwarzach-Salzburg,KRAFT Stefan,13 MAY 1993,AUT,100.7,235.0,162.0,19.0,19.0,19.0,19.5,19.5,57.5,10,-6.9,-0.44,7.7,220.3,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Tromsoe Skiklubb,FORFANG Johann Andre,4 JUL 1995,NOR,101.0,229.0,154.8,19.5,19.0,19.0,19.5,19.5,58.0,10,-6.9,-0.57,9.9,215.8,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,WSV DJK Rastbuechl,FREUND Severin,11 MAY 1988,GER,101.1,230.0,156.0,19.0,19.5,19.0,19.0,19.5,57.5,10,-6.9,-0.39,6.8,213.4,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SK Triglav Kranj,KRANJEC Robert,16 JUL 1981,SLO,101.1,218.5,142.2,18.5,18.0,18.5,19.0,18.5,55.5,10,-6.9,-0.71,12.4,203.2,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Tsuchiya Home Ski Team,KASAI Noriaki,6 JUN 1972,JPN,100.6,219.5,143.4,18.0,18.0,18.0,18.5,18.5,54.5,10,-6.9,-0.52,9.1,200.1,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Hornindal Il,FANNEMEL Anders,13 MAY 1991,NOR,100.7,218.0,141.6,19.0,18.5,19.0,19.0,19.0,57.0,10,-6.9,-0.30,5.2,196.9,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Sprova IL,STJERNEN Andreas,30 JUL 1988,NOR,101.8,216.0,139.2,18.0,18.0,18.0,18.5,18.5,54.5,10,-6.9,-0.52,9.1,195.9,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Kongsberg If,TANDE Daniel Andre,24 JAN 1994,NOR,101.4,215.0,138.0,18.5,18.5,18.5,19.0,19.0,56.0,10,-6.9,-0.38,6.6,193.7,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,UVB Hinzenbach-Oberoesterreich,HAYBOECK Michael,5 MAR 1991,AUT,101.1,215.0,138.0,18.5,18.5,18.5,18.5,18.5,55.5,10,-6.9,-0.40,7.0,193.6,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SD Dolomiti,TEPES Jurij,14 FEB 1989,SLO,101.2,207.0,128.4,18.5,18.0,18.5,18.5,18.5,55.5,10,-6.9,-0.46,8.0,185.0,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Bekkelaget SK,HAUER Joachim,2 FEB 1991,NOR,100.5,207.5,129.0,18.0,17.5,18.0,18.0,18.0,54.0,10,-6.9,-0.41,7.1,183.2,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Megmilk Snow Brand Ski Team,ITO Daiki,27 DEC 1985,JPN,100.5,209.0,130.8,18.5,18.5,18.0,18.5,18.0,55.0,10,-6.9,-0.09,1.6,180.5,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SG Nickelhuette Aue,FREITAG Richard,14 AUG 1991,GER,100.5,203.5,124.2,18.0,17.5,18.0,18.0,18.5,54.0,10,-6.9,-0.36,6.3,177.6,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SV Innsbruck-Bergisel-Tirol,POPPINGER Manuel,19 MAY 1989,AUT,100.2,204.0,124.8,18.0,18.0,18.0,18.0,18.0,54.0,10,-6.9,-0.25,4.4,176.3,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SSC Toggenburg,AMMANN Simon,25 JUN 1981,SUI,100.7,199.0,118.8,17.0,17.0,17.0,18.0,17.5,51.5,10,-6.9,-0.40,7.0,170.4,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Kitano Construction Corp. Ski Club,TAKEUCHI Taku,20 MAY 1987,JPN,99.8,190.5,108.6,17.0,17.5,17.5,17.5,17.5,52.5,09,"",-0.35,6.1,167.2,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Azs Zakopane,STEKALA Andrzej,30 JUN 1995,POL,100.2,198.0,117.6,17.5,17.5,17.0,17.5,17.5,52.5,10,-6.9,-0.20,3.5,166.7,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SC Hinterzarten,WANK Andreas,18 FEB 1988,GER,101.3,186.0,103.2,17.0,17.0,17.0,17.0,17.0,51.0,09,"",-0.38,6.6,160.8,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,LSK Lomnice nad Popelkou,KOUDELKA Roman,9 JUL 1989,CZE,99.8,188.0,105.6,17.0,17.0,17.0,17.0,16.5,51.0,09,"",-0.20,3.5,160.1,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,Ssk Menges,LANISEK Anze,20 APR 1996,SLO,100.4,195.0,114.0,17.0,16.5,17.0,17.5,17.0,51.0,10,-6.9,-0.10,1.7,159.8,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
10,SC Willingen,LEYHE Stephan,5 JAN 1992,GER,100.4,184.0,100.8,16.0,16.5,16.5,17.0,16.5,49.5,09,"",-0.27,4.7,155.0,2016-37459-4439-3814-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),SAT 13 FEB 2016,Flying Hill Individual,STAHLHUT Erik,LAUE Matt,ERIKSROED Inge,LISOVSKIY Vadim,TERVAHARTIALA Pekka,GER,USA,NOR,RUS,FIN,NOR,Gents
11,SK Triglav Kranj,PREVC Peter,20 SEP 1992,SLO,98.4,237.0,164.4,19.5,19.5,19.0,18.5,19.0,57.5,05,27.5,0.39,-5.6,243.8,2016-37459-4440-3815-RL1.pdf,FIS SKI JUMPING WORLD CUP PRESENTED BY VIESSMANN,Vikersund (NOR),UN 14 FEB 2016,Flying Hill Individual,LISOVSKIY Vadim,STAHLHUT Erik,TERVAHARTIALA Pekka,LAUE Matt,ERIKSROED Inge,RUS,GER,FIN,USA,NOR,NOR,Gents
